Country,Category,ForeignInvestment,Date,FinancialYear
USA,Manufacturing,332.5,2016,2015-2016
India,Manufacturing,10.56,2016,2015-2016
China,Manufacturing,25,2016,2015-2016
China,Manufacturing,25,2016,2015-2016
India,Manufacturing,7.5,2016,2015-2016
India,Manufacturing,5.25,2016,2015-2016
Bangladesh,Manufacturing,5,2016,2015-2016
Mauritius,Manufacturing,406.7,2016,2015-2016
India,Manufacturing,5,2016,2015-2016
India,Manufacturing,5,2016,2015-2016
China,Manufacturing,45.67,2016,2015-2016
China,Manufacturing,30,2016,2015-2016
Sweden,Manufacturing,5,2016,2015-2016
Japan,Manufacturing,10,2016,2015-2016
China,Manufacturing,10,2016,2015-2016
China,Manufacturing,25,2016,2015-2016
India,Manufacturing,20,2016,2015-2016
USA,Manufacturing,10,2016,2015-2016
China,Manufacturing,10,2016,2015-2016
India,Manufacturing,14.21,2016,2015-2016
Spain,Manufacturing,18,2016,2015-2016
China,Manufacturing,46.44,2016,2015-2016
China,Manufacturing,1485,2016,2015-2016
China,Manufacturing,30,2016,2015-2016
China,Manufacturing,15,2016,2015-2016
Japan,Manufacturing,5,2016,2015-2016
USA,Manufacturing,5,2016,2015-2016
China,Manufacturing,90,2016,2015-2016
USA,Manufacturing,13.82,2016,2015-2016
USA,Manufacturing,8,2016,2015-2016
China,Manufacturing,25,2016,2015-2016
USA,Manufacturing,20,2016,2015-2016
China,Manufacturing,9,2016,2015-2016
China,Manufacturing,30,2016,2015-2016
India,Manufacturing,5.39,2016,2015-2016
Spain,Manufacturing,18,2016,2015-2016
China,Manufacturing,46.44,2016,2015-2016
China,Manufacturing,1485,2016,2015-2016
China,Manufacturing,30,2016,2015-2016
China,Manufacturing,15,2016,2015-2016
Japan,Manufacturing,5,2016,2015-2016
USA,Manufacturing,5,2016,2015-2016
China,Manufacturing,90,2016,2015-2016
USA,Manufacturing,13.82,2016,2015-2016
USA,Manufacturing,8,2016,2015-2016
China,Manufacturing,25,2016,2015-2016
USA,Manufacturing,20,2016,2015-2016
China,Manufacturing,9,2016,2015-2016
China,Manufacturing,30,2016,2015-2016
India,Manufacturing,5.39,2016,2015-2016
China,Service,40,2016,2015-2016
USA,Service,5,2016,2015-2016
India,Service,49.5,2016,2015-2016
Japan,Service,34,2016,2015-2016
S. Korea,Service,5,2016,2015-2016
Greece,Service,5,2016,2015-2016
China,Service,40,2016,2015-2016
China,Service,26,2016,2015-2016
India,Service,92.2,2016,2015-2016
Russia,Service,10,2016,2015-2016
India,Service,225,2016,2015-2016
Japan,Service,10,2016,2015-2016
USA,Service,5,2016,2015-2016
China,Service,10,2016,2015-2016
China,Service,15,2016,2015-2016
China,Service,5,2016,2015-2016
India,Service,100,2016,2015-2016
India,Service,1000,2016,2015-2016
NewZealand,Service,10,2016,2015-2016
USA,Service,10.2,2016,2015-2016
China,Service,10,2016,2015-2016
USA,Service,5,2016,2015-2016
China,Service,25,2016,2015-2016
China,Service,30,2016,2015-2016
India,Service,80,2016,2015-2016
India,Service,121,2016,2015-2016
China,Service,20,2016,2015-2016
Japan,Service,5,2016,2015-2016
China,Service,10,2016,2015-2016
China,Service,9,2016,2015-2016
S. Korea,Service,5,2016,2015-2016
S. Korea,Service,5,2016,2015-2016
China,Service,9,2016,2015-2016
Japan,Service,5,2016,2015-2016
China,Service,5,2016,2015-2016
USA,Service,5,2016,2015-2016
Sri Lanka,Service,10,2016,2015-2016
S. Korea,Service,5,2016,2015-2016
China,Service,9,2016,2015-2016
China,Service,30,2016,2015-2016
USA,Service,5,2016,2015-2016
UK,Service,10,2016,2015-2016
China,Service,5,2016,2015-2016
USA,Service,5,2016,2015-2016
China,Service,25,2016,2015-2016
Pakistan,Service,10.5,2016,2015-2016
S. Korea,Service,5,2016,2015-2016
China,Service,20,2016,2015-2016
S. Korea,Service,5,2016,2015-2016
USA,Service,10,2016,2015-2016
S. Korea,Service,20,2016,2015-2016
USA,Service,5,2016,2015-2016
S. Korea,Service,5,2016,2015-2016
S. Korea,Service,5,2016,2015-2016
China,Service,25,2016,2015-2016
UK,Service,970.18,2016,2015-2016
China,Service,10,2016,2015-2016
China,Service,25,2016,2015-2016
Netherlands,Service,5,2016,2015-2016
China,Service,25,2016,2015-2016
USA,Service,5,2016,2015-2016
China,Service,34.3,2016,2015-2016
S. Korea,Service,10,2016,2015-2016
Singapore,Service,480,2016,2015-2016
Japan,Service,29.4,2016,2015-2016
S. Korea,Service,5.94,2016,2015-2016
S. Korea,Service,8.94,2016,2015-2016
S. Korea,Service,5.94,2016,2015-2016
S. Korea,Service,3.94,2016,2015-2016
S. Korea,Service,3.94,2016,2015-2016
S. Korea,Service,3.14,2016,2015-2016
S. Korea,Service,4.94,2016,2015-2016
S. Korea,Service,3.94,2016,2015-2016
S. Korea,Service,3.44,2016,2015-2016
S. Korea,Service,3.44,2016,2015-2016
China,Service,5,2016,2015-2016
Netherlands,Service,7.5,2016,2015-2016
UK,Service,10.5,2016,2015-2016
S. Korea,Service,5,2016,2015-2016
USA,Service,10,2016,2015-2016
S. Korea,Service,15,2016,2015-2016
China,Service,30,2016,2015-2016
Japan,Service,5,2016,2015-2016
China,Service,4.99,2016,2015-2016
S. Korea,Service,5,2016,2015-2016
Russia,Service,10,2016,2015-2016
USA,Service,5,2016,2015-2016
USA,Service,5,2016,2015-2016
Colombia,Service,15,2016,2015-2016
S. Korea,Service,5,2016,2015-2016
China,Service,5,2016,2015-2016
S. Korea,Service,5,2016,2015-2016
China,Service,5,2016,2015-2016
China,Service,25,2016,2015-2016
UK,Service,5,2016,2015-2016
Australia,Service,13.3,2016,2015-2016
China,Service,25,2016,2015-2016
Philippines,Service,5,2016,2015-2016
Turkey,Service,34.84,2016,2015-2016
China,Service,15,2016,2015-2016
China,Service,10,2016,2015-2016
USA,Service,25.5,2016,2015-2016
China,Service,20,2016,2015-2016
China,Service,110,2016,2015-2016
China,Service,15,2016,2015-2016
China,Service,15,2016,2015-2016
China,Service,25,2016,2015-2016
Denmark,Service,5,2016,2015-2016
USA,Service,6,2016,2015-2016
India,Service,5,2016,2015-2016
USA,Service,5,2016,2015-2016
China,Service,15,2016,2015-2016
Netherlands,Service,10,2016,2015-2016
Bangladesh,Service,15,2016,2015-2016
China,Service,25,2016,2015-2016
USA,Service,5,2016,2015-2016
Australia,Service,5,2016,2015-2016
India,Service,5,2016,2015-2016
S. Korea,Service,5,2016,2015-2016
China,Service,10,2016,2015-2016
USA,Service,5,2016,2015-2016
S. Korea,Service,10,2016,2015-2016
China,Service,25,2016,2015-2016
UK,Service,1000,2016,2015-2016
USA,Service,20,2016,2015-2016
UK,Service,5,2016,2015-2016
China,Service,2000,2016,2015-2016
Singapore,Service,8,2016,2015-2016
China,Service,20,2016,2015-2016
China,Service,25,2016,2015-2016
China,Service,84,2016,2015-2016
Japan,Service,50,2016,2015-2016
Bangladesh,Service,5,2016,2015-2016
China,Service,25,2016,2015-2016
China,Service,25,2016,2015-2016
China,Service,25,2016,2015-2016
India,Service,5.5,2016,2015-2016
China,Service,20,2016,2015-2016
China,Service,15,2016,2015-2016
India,Service,10,2016,2015-2016
China,Service,10,2016,2015-2016
Canada,Service,10,2016,2015-2016
Sweden,Service,20,2016,2015-2016
USA,Tourism,5,2016,2015-2016
Australia,Tourism,15,2016,2015-2016
China,Tourism,30,2016,2015-2016
Australia,Tourism,10,2016,2015-2016
Japan,Tourism,5,2016,2015-2016
China,Tourism,15,2016,2015-2016
S. Korea,Tourism,5,2016,2015-2016
China,Tourism,10,2016,2015-2016
France,Tourism,5,2016,2015-2016
Japan,Tourism,5,2016,2015-2016
China,Tourism,25,2016,2015-2016
China,Tourism,25,2016,2015-2016
China,Tourism,5,2016,2015-2016
Bangladesh,Tourism,15,2016,2015-2016
China,Tourism,25,2016,2015-2016
China,Tourism,15,2016,2015-2016
Denmark,Tourism,17,2016,2015-2016
China,Tourism,5,2016,2015-2016
China,Tourism,25,2016,2015-2016
S. Korea,Tourism,5,2016,2015-2016
China,Tourism,25,2016,2015-2016
China,Tourism,20,2016,2015-2016
Switzerland,Tourism,15,2016,2015-2016
China,Tourism,5,2016,2015-2016
S. Korea,Tourism,10,2016,2015-2016
China,Tourism,25,2016,2015-2016
China,Tourism,25,2016,2015-2016
China,Tourism,5,2016,2015-2016
USA,Tourism,20,2016,2015-2016
India,Tourism,15,2016,2015-2016
Israel,Tourism,10,2016,2015-2016
Bangladesh,Tourism,8,2016,2015-2016
China,Tourism,30,2016,2015-2016
China,Tourism,10,2016,2015-2016
UK,Tourism,5,2016,2015-2016
France,Tourism,20,2016,2015-2016
China,Tourism,25,2016,2015-2016
USA,Tourism,15,2016,2015-2016
S. Korea,Tourism,5,2016,2015-2016
Philippines,Tourism,5,2016,2015-2016
S. Korea,Tourism,5,2016,2015-2016
China,Tourism,10,2016,2015-2016
Australia,Tourism,7.5,2016,2015-2016
S. Korea,Tourism,5,2016,2015-2016
China,Tourism,25,2016,2015-2016
S. Korea,Tourism,10,2016,2015-2016
Netherlands,Tourism,2.07,2016,2015-2016
Netherlands,Tourism,7.5,2016,2015-2016
Netherlands,Tourism,2.07,2016,2015-2016
China,Tourism,25,2016,2015-2016
China,Tourism,20,2016,2015-2016
S. Korea,Tourism,15,2016,2015-2016
China,Tourism,20,2016,2015-2016
China,Tourism,10,2016,2015-2016
Australia,Tourism,27,2016,2015-2016
Japan,Tourism,5,2016,2015-2016
Japan,Tourism,5,2016,2015-2016
USA,Tourism,5,2016,2015-2016
USA,Tourism,15,2016,2015-2016
China,Tourism,25,2016,2015-2016
USA,Tourism,25,2016,2015-2016
China,Tourism,25,2016,2015-2016
Canada,Tourism,10,2016,2015-2016
China,Tourism,10,2016,2015-2016
S. Korea,Tourism,5,2016,2015-2016
China,Tourism,20,2016,2015-2016
Russia,Tourism,15,2016,2015-2016
USA,Tourism,5,2016,2015-2016
S. Korea,Tourism,15,2016,2015-2016
Canada,Tourism,10,2016,2015-2016
S. Korea,Tourism,5,2016,2015-2016
S. Korea,Tourism,20,2016,2015-2016
UK,Tourism,40,2016,2015-2016
China,Tourism,25,2016,2015-2016
S. Korea,Tourism,5,2016,2015-2016
S. Korea,Tourism,30,2016,2015-2016
China,Tourism,25,2016,2015-2016
China,Tourism,25,2016,2015-2016
Japan,Tourism,10,2016,2015-2016
China,Tourism,25,2016,2015-2016
Yemen,Tourism,100,2016,2015-2016
China,Tourism,20,2016,2015-2016
China,Tourism,10,2016,2015-2016
NewZealand,Tourism,5,2016,2015-2016
UK,Tourism,20,2016,2015-2016
Poland,Tourism,20,2016,2015-2016
China,Tourism,35,2016,2015-2016
Bangladesh,Tourism,5,2016,2015-2016
China,Tourism,25,2016,2015-2016
China,Tourism,15,2016,2015-2016
China,Tourism,5,2016,2015-2016
Bangladesh,Tourism,5,2016,2015-2016
S. Korea,Tourism,30,2016,2015-2016
China,Tourism,15,2016,2015-2016
China,Tourism,15,2016,2015-2016
S. Korea,Tourism,5,2016,2015-2016
S. Korea,Tourism,5,2016,2015-2016
Japan,Tourism,10,2016,2015-2016
USA,Tourism,15,2016,2015-2016
USA,Tourism,5,2016,2015-2016
China,Tourism,5,2016,2015-2016
China,Tourism,10,2016,2015-2016
China,Tourism,25,2016,2015-2016
Bangladesh,Tourism,5,2016,2015-2016
China,Tourism,10,2016,2015-2016
China,Tourism,10,2016,2015-2016
China,Tourism,25,2016,2015-2016
UK,Tourism,5,2016,2015-2016
China,Tourism,25,2016,2015-2016
Netherlands,Tourism,15,2016,2015-2016
China,Tourism,25,2016,2015-2016
Netherlands,Tourism,5,2016,2015-2016
China,Tourism,25,2016,2015-2016
China,Tourism,20,2016,2015-2016
China,Tourism,25,2016,2015-2016
Romania,Tourism,15,2016,2015-2016
China,Tourism,25,2016,2015-2016
China,Tourism,25,2016,2015-2016
China,Tourism,5,2016,2015-2016
Lebanon,Tourism,25,2016,2015-2016
China,Tourism,25,2016,2015-2016
Japan,Tourism,10,2016,2015-2016
S. Korea,Agriculture and Forestry,5,2017,2016-2017
China,Agriculture and Forestry,7.5,2017,2016-2017
China,Agriculture and Forestry,10,2017,2016-2017
USA,Agriculture and Forestry,5,2017,2016-2017
Germany,Agriculture and Forestry,6,2017,2016-2017
Belgium,Agriculture and Forestry,5,2017,2016-2017
S. Korea,Agriculture and Forestry,5.0004,2017,2016-2017
Belgium,Agriculture and Forestry,5,2017,2016-2017
China,Agriculture and Forestry,70,2017,2016-2017
China,Agriculture and Forestry,40,2017,2016-2017
S. Korea,Agriculture and Forestry,5,2017,2016-2017
USA,Agriculture and Forestry,5,2017,2016-2017
Netherlands,Agriculture and Forestry,31.5,2017,2016-2017
S. Korea,Agriculture and Forestry,5,2017,2016-2017
China,Agriculture and Forestry,20,2017,2016-2017
China,Agriculture and Forestry,5,2017,2016-2017
France,Agriculture and Forestry,5.005,2017,2016-2017
USA,Agriculture and Forestry,6,2017,2016-2017
Japan,Agriculture and Forestry,5.2,2017,2016-2017
UK,Agriculture and Forestry,5.25,2017,2016-2017
USA,Agriculture and Forestry,5,2017,2016-2017
China,Construction,10.2,2017,2016-2017
USA,"Information, Technology and Transmission Technology",10,2017,2016-2017
China,"Information, Technology and Transmission Technology",25,2017,2016-2017
USA,"Information, Technology and Transmission Technology",5,2017,2016-2017
India,"Information, Technology and Transmission Technology",3.74,2017,2016-2017
China,"Information, Technology and Transmission Technology",10,2017,2016-2017
Germany,"Information, Technology and Transmission Technology",5,2017,2016-2017
USA,"Information, Technology and Transmission Technology",10,2017,2016-2017
Netherlands,"Information, Technology and Transmission Technology",20,2017,2016-2017
China,"Information, Technology and Transmission Technology",40,2017,2016-2017
India,"Information, Technology and Transmission Technology",22.5,2017,2016-2017
India,"Information, Technology and Transmission Technology",25,2017,2016-2017
China,"Information, Technology and Transmission Technology",40,2017,2016-2017
China,"Information, Technology and Transmission Technology",36,2017,2016-2017
India,"Information, Technology and Transmission Technology",34.556283,2017,2016-2017
China,"Information, Technology and Transmission Technology",43.4679,2017,2016-2017
China,"Information, Technology and Transmission Technology",192,2017,2016-2017
India,"Information, Technology and Transmission Technology",10,2017,2016-2017
Netherlands,"Information, Technology and Transmission Technology",5.5,2017,2016-2017
China,"Information, Technology and Transmission Technology",30,2017,2016-2017
China,"Information, Technology and Transmission Technology",340,2017,2016-2017
Australia,"Information, Technology and Transmission Technology",5,2017,2016-2017
India,"Information, Technology and Transmission Technology",100,2017,2016-2017
India,"Information, Technology and Transmission Technology",10,2017,2016-2017
Bangladesh,"Information, Technology and Transmission Technology",5,2017,2016-2017
S. Korea,"Information, Technology and Transmission Technology",45,2017,2016-2017
China,"Information, Technology and Transmission Technology",10,2017,2016-2017
Australia,"Information, Technology and Transmission Technology",5.1,2017,2016-2017
China,"Information, Technology and Transmission Technology",20,2017,2016-2017
USA,"Information, Technology and Transmission Technology",10,2017,2016-2017
China,"Information, Technology and Transmission Technology",10,2017,2016-2017
India,"Information, Technology and Transmission Technology",10,2017,2016-2017
India,"Information, Technology and Transmission Technology",15,2017,2016-2017
Netherlands,"Information, Technology and Transmission Technology",31.884,2017,2016-2017
India,"Information, Technology and Transmission Technology",5,2017,2016-2017
Netherlands,"Information, Technology and Transmission Technology",5,2017,2016-2017
China,"Information, Technology and Transmission Technology",20,2017,2016-2017
China,"Information, Technology and Transmission Technology",18,2017,2016-2017
Nigeria,"Information, Technology and Transmission Technology",13.15215,2017,2016-2017
Canada,"Information, Technology and Transmission Technology",17.1449,2017,2016-2017
India,"Information, Technology and Transmission Technology",10,2017,2016-2017
China,"Information, Technology and Transmission Technology",120,2017,2016-2017
India,"Information, Technology and Transmission Technology",30,2017,2016-2017
China,"Information, Technology and Transmission Technology",5,2017,2016-2017
USA,"Information, Technology and Transmission Technology",34.2,2017,2016-2017
UAE,"Information, Technology and Transmission Technology",240,2017,2016-2017
India,"Information, Technology and Transmission Technology",5,2017,2016-2017
Netherlands,"Information, Technology and Transmission Technology",31.501767,2017,2016-2017
Spain,"Information, Technology and Transmission Technology",5.01,2017,2016-2017
India,"Information, Technology and Transmission Technology",1110,2017,2016-2017
Canada,"Information, Technology and Transmission Technology",5,2017,2016-2017
Cyprus,"Information, Technology and Transmission Technology",500,2017,2016-2017
China,"Information, Technology and Transmission Technology",25,2017,2016-2017
S. Korea,"Information, Technology and Transmission Technology",5,2017,2016-2017
China,"Information, Technology and Transmission Technology",15,2017,2016-2017
Japan,"Information, Technology and Transmission Technology",5.04,2017,2016-2017
USA,"Information, Technology and Transmission Technology",5,2017,2016-2017
China,"Information, Technology and Transmission Technology",10,2017,2016-2017
China,"Information, Technology and Transmission Technology",20.298,2017,2016-2017
Japan,"Information, Technology and Transmission Technology",5,2017,2016-2017
India,"Information, Technology and Transmission Technology",17,2017,2016-2017
India,"Information, Technology and Transmission Technology",105,2017,2016-2017
S. Korea,"Information, Technology and Transmission Technology",240,2017,2016-2017
S. Korea,"Information, Technology and Transmission Technology",10,2017,2016-2017
Sweden,Service,20,2017,2016-2017
USA,Service,10,2017,2016-2017
India,Service,10,2017,2016-2017
China,Service,25,2017,2016-2017
Pakistan,Service,15,2017,2016-2017
China,Service,15,2017,2016-2017
Germany,Service,4.9998,2017,2016-2017
China,Service,15,2017,2016-2017
China,Service,25,2017,2016-2017
China,Service,25,2017,2016-2017
China,Service,10,2017,2016-2017
China,Service,5,2017,2016-2017
USA,Service,5.1,2017,2016-2017
USA,Service,10,2017,2016-2017
Netherlands,Service,5,2017,2016-2017
China,Service,25,2017,2016-2017
Switzerland,Service,5,2017,2016-2017
India,Service,5,2017,2016-2017
China,Service,5,2017,2016-2017
India,Service,10,2017,2016-2017
UK,Service,25,2017,2016-2017
China,Service,25,2017,2016-2017
USA,Service,6,2017,2016-2017
Japan,Service,5,2017,2016-2017
China,Service,5.96,2017,2016-2017
Bangladesh,Service,5,2017,2016-2017
China,Service,15,2017,2016-2017
China,Service,2.5,2017,2016-2017
China,Service,2.5,2017,2016-2017
China,Service,25,2017,2016-2017
China,Service,25,2017,2016-2017
USA,Service,5,2017,2016-2017
Russia,Service,5,2017,2016-2017
India,Service,0.9933,2017,2016-2017
Netherlands,Service,8.24,2017,2016-2017
USA,Service,15,2017,2016-2017
USA,Service,5,2017,2016-2017
China,Service,40,2017,2016-2017
China,Service,40,2017,2016-2017
China,Service,20,2017,2016-2017
China,Service,525,2017,2016-2017
USA,Service,5,2017,2016-2017
China,Service,18.315,2017,2016-2017
USA,Service,35,2017,2016-2017
China,Service,100,2017,2016-2017
China,Service,10,2017,2016-2017
Turkey,Service,15.3,2017,2016-2017
USA,Service,19.537,2017,2016-2017
S. Korea,Service,10,2017,2016-2017
Switzerland,Service,30,2017,2016-2017
UK,Service,44.1,2017,2016-2017
Germany,Service,5,2017,2016-2017
USA,Service,5,2017,2016-2017
Canada,Service,7.7,2017,2016-2017
India,Service,5,2017,2016-2017
China,Service,5,2017,2016-2017
China,Service,5,2017,2016-2017
Sri Lanka,Service,10,2017,2016-2017
India,Service,15,2017,2016-2017
China,Service,36,2017,2016-2017
China,Service,90,2017,2016-2017
Australia,Service,5,2017,2016-2017
China,Service,20,2017,2016-2017
China,Service,15,2017,2016-2017
Philippines,Service,5,2017,2016-2017
Turkey,Service,5,2017,2016-2017
China,Service,20,2017,2016-2017
India,Service,96.6,2017,2016-2017
USA,Service,6,2017,2016-2017
China,Service,500,2017,2016-2017
S. Korea,Service,1500,2017,2016-2017
India,Service,50,2017,2016-2017
India,Service,10,2017,2016-2017
Austria,Service,3.5,2017,2016-2017
China,Service,20,2017,2016-2017
Japan,Service,5,2017,2016-2017
India,Service,5,2017,2016-2017
India,Service,10,2017,2016-2017
Bangladesh,Service,20,2017,2016-2017
USA,Service,10,2017,2016-2017
India,Service,100,2017,2016-2017
China,Service,5,2017,2016-2017
China,Service,5,2017,2016-2017
China,Service,5,2017,2016-2017
China,Service,5,2017,2016-2017
China,Service,5,2017,2016-2017
China,Service,5,2017,2016-2017
China,Service,5,2017,2016-2017
China,Service,5,2017,2016-2017
China,Service,5,2017,2016-2017
China,Service,5,2017,2016-2017
China,Service,5,2017,2016-2017
Singapore,Service,30,2017,2016-2017
Samoa,Service,5,2017,2016-2017
S. Korea,Service,20,2017,2016-2017
China,Service,10,2017,2016-2017
NewZealand,Service,9.999,2017,2016-2017
Singapore,Service,6,2017,2016-2017
Japan,Service,4.9,2017,2016-2017
Japan,Service,5,2017,2016-2017
Switzerland,Service,1.44,2017,2016-2017
China,Service,5,2017,2016-2017
S. Korea,Service,5,2017,2016-2017
Saudi Arabia,Service,5,2017,2016-2017
India,Service,14.7,2017,2016-2017
India,Service,10,2017,2016-2017
China,Service,5,2017,2016-2017
Germany,Service,10,2017,2016-2017
France,Service,5,2017,2016-2017
Switzerland,Service,5,2017,2016-2017
China,Service,5,2017,2016-2017
USA,Service,10,2017,2016-2017
USA,Service,5,2017,2016-2017
NewZealand,Service,5.004,2017,2016-2017
India,Service,10,2017,2016-2017
USA,Service,5,2017,2016-2017
China,Service,10,2017,2016-2017
USA,Service,5,2017,2016-2017
Canada,Service,10.5,2017,2016-2017
Bangladesh,Service,10,2017,2016-2017
China,Service,45,2017,2016-2017
China,Service,25,2017,2016-2017
USA,Service,5.1,2017,2016-2017
France,Service,5,2017,2016-2017
USA,Service,5,2017,2016-2017
USA,Service,5.5,2017,2016-2017
China,Service,15,2017,2016-2017
China,Service,15,2017,2016-2017
Denmark,Service,5,2017,2016-2017
USA,Service,5,2017,2016-2017
China,Service,10,2017,2016-2017
USA,Service,5,2017,2016-2017
China,Service,30,2017,2016-2017
China,Service,20,2017,2016-2017
China,Service,25,2017,2016-2017
Singapore,Service,5,2017,2016-2017
China,Service,15.0066,2017,2016-2017
China,Service,10,2017,2016-2017
China,Service,5,2017,2016-2017
China,Service,5,2017,2016-2017
China,Service,25,2017,2016-2017
China,Service,25,2017,2016-2017
France,Service,5,2017,2016-2017
S. Korea,Service,5,2017,2016-2017
China,Service,5,2017,2016-2017
Swaziland,Service,6,2017,2016-2017
India,Service,50,2017,2016-2017
China,Service,25,2017,2016-2017
China,Service,30,2017,2016-2017
China,Service,30,2017,2016-2017
Russia,Service,240,2017,2016-2017
Thailand,Service,5,2017,2016-2017
China,Service,5,2017,2016-2017
India,Service,10,2017,2016-2017
China,Service,5,2017,2016-2017
China,Service,10,2017,2016-2017
China,Service,10,2017,2016-2017
India,Service,40.8,2017,2016-2017
China,Service,5,2017,2016-2017
China,Mines and Minerals,30,2017,2016-2017
India,Mines and Minerals,8.5,2017,2016-2017
Japan,Tourism,10,2017,2016-2017
China,Tourism,15,2017,2016-2017
China,Tourism,25,2017,2016-2017
Japan,Tourism,20,2017,2016-2017
China,Tourism,25,2017,2016-2017
Germany,Tourism,13,2017,2016-2017
China,Tourism,10,2017,2016-2017
S. Korea,Tourism,5.04,2017,2016-2017
China,Tourism,10,2017,2016-2017
China,Tourism,49,2017,2016-2017
Japan,Tourism,5,2017,2016-2017
China,Tourism,25,2017,2016-2017
Russia,Tourism,20,2017,2016-2017
China,Tourism,20,2017,2016-2017
China,Tourism,10,2017,2016-2017
China,Tourism,25,2017,2016-2017
UK,Tourism,20,2017,2016-2017
China,Tourism,10,2017,2016-2017
China,Tourism,2.5,2017,2016-2017
China,Tourism,15,2017,2016-2017
China,Tourism,25,2017,2016-2017
China,Tourism,25,2017,2016-2017
China,Tourism,25,2017,2016-2017
China,Tourism,45,2017,2016-2017
China,Tourism,25,2017,2016-2017
China,Tourism,10,2017,2016-2017
China,Tourism,15,2017,2016-2017
China,Tourism,15,2017,2016-2017
China,Tourism,20,2017,2016-2017
China,Tourism,30,2017,2016-2017
USA,Tourism,5.225,2017,2016-2017
China,Tourism,25,2017,2016-2017
China,Tourism,5,2017,2016-2017
China,Tourism,25,2017,2016-2017
S. Korea,Tourism,20,2017,2016-2017
China,Tourism,10,2017,2016-2017
Switzerland,Tourism,15,2017,2016-2017
China,Tourism,25,2017,2016-2017
China,Tourism,35,2017,2016-2017
USA,Tourism,10,2017,2016-2017
China,Tourism,5,2017,2016-2017
Australia,Tourism,5,2017,2016-2017
USA,Tourism,5,2017,2016-2017
Israel,Tourism,15,2017,2016-2017
Uzbekistan,Tourism,30,2017,2016-2017
China,Tourism,5,2017,2016-2017
China,Tourism,5,2017,2016-2017
Bangladesh,Tourism,10,2017,2016-2017
China,Tourism,25,2017,2016-2017
UK,Tourism,20,2017,2016-2017
China,Tourism,5,2017,2016-2017
China,Tourism,25,2017,2016-2017
China,Tourism,20,2017,2016-2017
China,Tourism,5,2017,2016-2017
Mexico,Tourism,10,2017,2016-2017
China,Tourism,25,2017,2016-2017
China,Tourism,10,2017,2016-2017
Switzerland,Tourism,5.0184,2017,2016-2017
China,Tourism,25,2017,2016-2017
China,Tourism,20,2017,2016-2017
France,Tourism,10.3,2017,2016-2017
China,Tourism,25,2017,2016-2017
China,Tourism,20,2017,2016-2017
China,Tourism,5,2017,2016-2017
China,Tourism,5,2017,2016-2017
China,Tourism,50,2017,2016-2017
Belgium,Tourism,5,2017,2016-2017
China,Tourism,25,2017,2016-2017
China,Tourism,5,2017,2016-2017
Ukraine,Tourism,10,2017,2016-2017
China,Tourism,5,2017,2016-2017
China,Tourism,30,2017,2016-2017
Australia,Tourism,0.5,2017,2016-2017
India,Tourism,10,2017,2016-2017
UK,Tourism,10,2017,2016-2017
China,Tourism,2000,2017,2016-2017
China,Tourism,2.5,2017,2016-2017
China,Tourism,9.999,2017,2016-2017
China,Tourism,25,2017,2016-2017
USA,Tourism,12.1,2017,2016-2017
Netherlands,Tourism,5,2017,2016-2017
China,Tourism,15,2017,2016-2017
Netherlands,Tourism,20,2017,2016-2017
China,Tourism,850,2017,2016-2017
India,Tourism,5,2017,2016-2017
UK,Tourism,25,2017,2016-2017
UK,Tourism,49.995,2017,2016-2017
China,Tourism,500,2017,2016-2017
China,Tourism,60,2017,2016-2017
China,Tourism,10,2017,2016-2017
China,Tourism,70,2017,2016-2017
Australia,Tourism,5,2017,2016-2017
India,Tourism,73.5,2017,2016-2017
Israel,Tourism,10,2017,2016-2017
Israel,Tourism,10,2017,2016-2017
Japan,Tourism,5,2017,2016-2017
Malaysia,Tourism,25,2017,2016-2017
India,Tourism,5,2017,2016-2017
Canada,Tourism,5,2017,2016-2017
Belgium,Tourism,10,2017,2016-2017
Switzerland,Tourism,5,2017,2016-2017
Spain,Tourism,5.01,2017,2016-2017
Italy,Tourism,9.8,2017,2016-2017
Italy,Tourism,5,2017,2016-2017
China,Tourism,20,2017,2016-2017
France,Tourism,20,2017,2016-2017
China,Tourism,10,2017,2016-2017
USA,Tourism,10,2017,2016-2017
USA,Tourism,20,2017,2016-2017
China,Tourism,10,2017,2016-2017
China,Tourism,25,2017,2016-2017
China,Tourism,25,2017,2016-2017
China,Tourism,15,2017,2016-2017
China,Tourism,20,2017,2016-2017
India,Tourism,5,2017,2016-2017
France,Tourism,30,2017,2016-2017
China,Tourism,20,2017,2016-2017
Bangladesh,Tourism,20,2017,2016-2017
China,Tourism,15,2017,2016-2017
Brazil,Tourism,10,2017,2016-2017
Spain,Tourism,15,2017,2016-2017
Bangladesh,Tourism,5,2017,2016-2017
China,Tourism,5,2017,2016-2017
France,Tourism,20,2017,2016-2017
Japan,Tourism,5,2017,2016-2017
China,Tourism,25,2017,2016-2017
BritishVirginIsland,Tourism,47.5,2017,2016-2017
China,Tourism,15,2017,2016-2017
China,Tourism,25,2017,2016-2017
Belgium,Tourism,20,2017,2016-2017
USA,Tourism,8,2017,2016-2017
Bangladesh,Tourism,5,2017,2016-2017
China,Tourism,20,2017,2016-2017
China,Tourism,10,2017,2016-2017
Singapore,Tourism,10,2017,2016-2017
China,Tourism,20,2017,2016-2017
Malaysia,Tourism,25,2017,2016-2017
